CustomerID,CardNumber,Type,Limit
CID-603849,6915-2611-6339-2085,Shoppers,50000
CID-774108,6891-2994-2363-7615,Travellers,1.00E+05
CID-432094,8402-4898-6384-3451,Platinum,50000
CID-732829,2850-8433-8660-1758,Travellers,1.00E+05
CID-632971,7541-3391-7724-8291,Travellers,5.00E+05
CID-142860,9490-9390-4205-5436,Travellers,5.00E+05
CID-379262,4470-3916-2594-6046,Shoppers,2.00E+05
CID-105055,4751-2705-2197-5785,gold,50000
CID-115389,1578-8950-7844-3484,Shoppers,2.00E+05
CID-552454,5525-2956-1144-2938,Travellers,2.00E+05
CID-427061,5375-8259-5896-8004,gold,1.00E+05
CID-179569,3099-6409-4662-9804,Shoppers,1.00E+05
CID-472437,3952-7803-2270-1629,Platinum,1.00E+05
CID-620711,8813-7224-2035-6426,Shoppers,5.00E+05
CID-857361,2379-8377-5956-9400,gold,1.00E+05
CID-261653,1277-1007-7867-6912,Travellers,1.00E+05
CID-219534,8725-9342-5281-8447,Travellers,1.00E+05
CID-304948,4970-2179-7226-6536,Travellers,5.00E+05
CID-565644,1505-1900-1281-9086,Platinum,1.00E+05
CID-144023,5876-4764-9840-3316,gold,1.00E+05
CID-128851,6660-5858-9589-7835,Travellers,5.00E+05
CID-461512,3718-1411-7892-8243,Shoppers,50000
CID-835942,6074-9334-6485-8227,Travellers,1.00E+05
CID-617043,3003-2093-4712-4734,Platinum,2.00E+05
CID-442045,8574-3182-6857-3711,gold,1.00E+05
CID-875672,6626-9181-2379-1170,gold,5.00E+05
CID-142308,9902-9193-9431-3148,Platinum,5.00E+05
CID-622285,2501-6266-7872-9293,Platinum,1.00E+05
CID-231305,8521-3461-6608-6254,Platinum,1.00E+05
CID-780543,6896-8520-7185-5124,gold,2.00E+05
CID-437832,7774-8509-3502-8262,gold,2.00E+05
CID-82238,5316-1739-1465-5005,Platinum,50000
CID-563640,8398-5988-5396-5955,Travellers,1.00E+05
CID-290131,7665-8274-9872-5324,Travellers,1.00E+05
CID-751012,4272-2724-6515-1443,gold,1.00E+05
CID-28967,4545-3456-6200-6636,Travellers,1.00E+05
CID-725163,4249-6769-6789-9847,Travellers,1.00E+05
CID-148220,4665-8715-2019-4566,Shoppers,2.00E+05
CID-600120,2749-5956-4640-5684,Shoppers,1.00E+05
CID-180760,6185-7913-8009-7142,gold,5.00E+05
CID-679466,5853-9081-2463-9329,Platinum,5.00E+05
CID-45675,4372-2875-8171-8234,Platinum,2.00E+05
CID-502161,7078-9880-7432-3244,Platinum,50000
CID-751588,9590-4619-8081-9894,Platinum,50000
CID-18750,6791-7652-1724-8198,Shoppers,2.00E+05
CID-660852,7751-3132-3060-3852,Shoppers,2.00E+05
CID-705400,6622-2095-3398-5483,Shoppers,1.00E+05
CID-1107,2617-7659-8885-6199,Travellers,1.00E+05
CID-897418,4558-4925-6655-5232,Platinum,1.00E+05
CID-669650,5728-9440-6014-1302,Travellers,1.00E+05
CID-405807,7503-9782-3951-9173,Shoppers,1.00E+05
CID-523057,3265-8460-6815-8195,Travellers,1.00E+05
CID-797335,6016-5365-8469-6191,gold,5.00E+05
CID-98123,9402-5257-7365-6359,gold,2.00E+05
CID-762655,7172-1422-6647-4440,Platinum,50000
CID-786463,3229-8647-4924-6686,gold,2.00E+05
CID-665712,1019-1972-5385-3538,Travellers,1.00E+05
CID-306156,1532-8777-3870-4528,gold,2.00E+05
CID-268791,6621-8445-4138-8545,Platinum,1.00E+05
CID-232767,1014-7449-1501-2617,gold,1.00E+05
CID-846441,1562-2531-5976-8442,Travellers,2.00E+05
CID-484057,9118-7986-3845-5230,Shoppers,1.00E+05
CID-327265,4849-1423-2774-1534,Shoppers,50000
CID-120663,5007-3972-7442-9336,Travellers,1.00E+05
CID-392313,4515-2574-2139-4885,gold,1.00E+05
CID-490474,2949-7560-8357-9139,Shoppers,2.00E+05
CID-873346,5775-5064-5095-1819,Shoppers,1.00E+05
CID-755423,3221-3244-2946-5060,Travellers,5.00E+05
CID-7953,1305-9509-2373-4158,gold,1.00E+05
CID-61785,3704-4712-6676-8384,Shoppers,50000
CID-500553,9055-8470-8627-9895,Travellers,1.00E+05
CID-877665,4357-7513-4740-5936,Shoppers,1.00E+05
CID-494310,9807-8453-6295-9032,gold,1.00E+05
CID-462536,1550-3612-1877-8924,Shoppers,1.00E+05
CID-635894,2758-8395-7222-5506,Travellers,1.00E+05
CID-17131,4347-6503-4043-4327,gold,2.00E+05
CID-487045,1739-9806-9115-8045,gold,2.00E+05
CID-24172,6499-6704-4699-4407,Shoppers,1.00E+05
CID-710206,6899-4262-7036-3340,Shoppers,2.00E+05
CID-832449,4214-8711-6480-2433,Travellers,50000
CID-31641,7595-6189-6833-9721,Platinum,5.00E+05
CID-599715,8105-4280-7900-8855,Platinum,5.00E+05
CID-805271,1051-3139-2165-7409,Platinum,50000
CID-752224,2740-5143-4007-2116,Platinum,1.00E+05
CID-800797,4852-1562-5598-4625,gold,5.00E+05
CID-49994,2041-6934-3430-5408,Platinum,50000
CID-267172,6723-7086-8606-6768,Platinum,5.00E+05
CID-284758,7949-2201-7851-4932,Shoppers,5.00E+05
CID-891464,7772-2469-9226-2691,Shoppers,2.00E+05
CID-137746,3690-3408-1283-3707,Shoppers,2.00E+05
CID-197151,4038-3697-4408-3419,gold,50000
CID-490082,2043-8733-8275-8900,gold,1.00E+05
CID-73911,1169-7813-5843-1053,Travellers,1.00E+05
CID-173039,8780-7862-1917-8326,Platinum,5.00E+05
CID-180899,5191-2030-1950-4646,gold,1.00E+05
CID-203425,2198-4470-9890-3659,Shoppers,50000
CID-784530,1625-7576-4618-4473,Shoppers,50000
CID-480817,3625-5490-9468-7754,Travellers,5.00E+05
CID-267513,2411-2800-3248-8451,Shoppers,5.00E+05
CID-488316,8932-5318-3129-3235,Platinum,1.00E+05
CID-755014,7059-4625-6503-1466,gold,1.00E+05
CID-273694,1586-7742-9851-8596,Shoppers,2.00E+05
CID-556414,1869-4220-9703-5130,gold,50000
CID-827597,1770-9149-5291-2676,gold,2.00E+05
CID-670104,2874-2991-2250-2656,gold,5.00E+05
CID-654053,6623-3416-1222-4843,gold,2.00E+05
CID-106292,5968-1721-1737-5534,gold,50000
CID-142529,9501-4984-1764-5586,Travellers,2.00E+05
CID-285404,6652-4765-8144-1715,Platinum,1.00E+05
CID-46213,6647-7619-1826-9229,Shoppers,1.00E+05
CID-249429,5616-6958-8572-6363,Platinum,5.00E+05
CID-747247,7026-7104-3804-3165,gold,5.00E+05
CID-315505,3763-7486-3635-7658,Platinum,1.00E+05
CID-839709,8904-4026-5883-7303,Platinum,1.00E+05
CID-423097,8258-9278-1320-2052,Travellers,2.00E+05
CID-234569,6606-5379-4806-6213,Travellers,2.00E+05
CID-362547,7029-1895-5866-9306,gold,1.00E+05
CID-236514,3045-3443-2722-7480,gold,1.00E+05
CID-551836,8195-3525-8485-1530,Platinum,5.00E+05
CID-218491,7388-9539-8269-9401,Platinum,2.00E+05
CID-236328,6608-9497-9905-1783,Shoppers,1.00E+05
CID-780781,6790-3331-9943-7828,Travellers,1.00E+05
CID-215481,5499-7099-2561-6637,gold,1.00E+05
CID-818318,4691-9401-5554-5948,Platinum,50000
CID-119308,3243-1894-3952-1917,Travellers,1.00E+05
CID-301045,2070-4576-5728-9596,Shoppers,5.00E+05
CID-669947,1258-5715-1441-6819,Platinum,1.00E+05
CID-237714,1569-2112-6233-3110,Platinum,2.00E+05
CID-254154,4388-3386-4533-9878,Travellers,1.00E+05
CID-113081,4204-5052-9595-2366,Travellers,2.00E+05
CID-389892,9371-4126-9417-2316,Shoppers,1.00E+05
CID-150165,3664-7866-5517-4347,gold,1.00E+05
CID-368027,4405-8619-9289-5430,Travellers,2.00E+05
CID-579839,7370-5688-7055-9422,Platinum,50000
CID-864376,8648-1106-7212-2794,gold,5.00E+05
CID-51647,8833-4980-2613-6500,Travellers,2.00E+05
CID-280222,1050-7322-8410-6229,Travellers,1.00E+05
CID-806038,6426-7664-4418-3231,Platinum,50000
CID-747256,8334-5630-8977-9316,Shoppers,5.00E+05
CID-317937,2520-5201-7422-8817,gold,5.00E+05
CID-345749,8458-3964-3851-2439,Shoppers,5.00E+05
CID-552468,4473-5855-7824-3740,Shoppers,1.00E+05
CID-706291,5548-9283-4331-1469,Travellers,50000
CID-565342,3716-2973-4593-2365,gold,2.00E+05
CID-243935,1927-3310-2655-8123,Travellers,50000
CID-313329,1263-2835-6400-2122,gold,1.00E+05
CID-779719,4799-7556-2325-1920,Travellers,2.00E+05
CID-26897,5143-3546-8132-1796,gold,1.00E+05
CID-98311,9855-2572-1540-4792,gold,50000
CID-789895,7153-5194-1717-2245,Platinum,2.00E+05
CID-607058,1789-2042-9867-8086,Travellers,5.00E+05
CID-571601,2046-6609-8989-4753,Shoppers,2.00E+05
CID-462611,1859-6328-7885-5991,gold,1.00E+05
CID-597172,4251-7839-2577-9767,Platinum,2.00E+05
CID-206532,1554-6069-2294-4476,Platinum,50000
CID-829319,8905-7851-7478-1684,Platinum,2.00E+05
CID-668634,7617-5594-6043-8453,Shoppers,1.00E+05
CID-437185,6847-1181-9119-4511,Platinum,50000
CID-100034,4034-2187-9478-3035,Shoppers,50000
CID-287635,3832-2082-7700-6404,Travellers,50000
CID-521740,7230-3384-7494-1740,Shoppers,5.00E+05
CID-120770,4288-8407-5236-5388,Shoppers,2.00E+05
CID-349043,8699-7903-6343-1890,gold,1.00E+05
CID-136065,8578-9536-6698-9501,Shoppers,5.00E+05
CID-710254,8692-6867-6335-3652,Shoppers,5.00E+05
CID-304843,1514-2387-9850-1605,Travellers,1.00E+05
CID-241686,9148-2329-9483-5041,gold,1.00E+05
CID-315078,2529-1480-7557-7008,Platinum,1.00E+05
CID-456073,1677-1962-4509-4296,Shoppers,1.00E+05
CID-276584,3472-8235-3887-9465,Travellers,1.00E+05
CID-358472,6008-9147-6736-2174,Platinum,50000
CID-742784,5763-7421-3066-8550,gold,2.00E+05
CID-884074,2119-5768-5710-9963,Platinum,50000
CID-118502,1491-7912-5286-1334,Platinum,50000
CID-360393,1771-5171-7975-4657,Platinum,1.00E+05
CID-150933,6554-8789-6671-6645,Platinum,5.00E+05
CID-624257,5840-2171-1392-3326,Travellers,2.00E+05
CID-697100,1989-7184-5889-9865,gold,50000
CID-143775,4757-8252-2261-7136,Shoppers,2.00E+05
CID-170313,4326-9953-6021-3036,Platinum,1.00E+05
CID-220960,1635-3900-5858-6340,gold,5.00E+05
CID-386508,5029-9991-2467-4741,gold,5.00E+05
CID-18461,2788-3540-9826-6535,Platinum,1.00E+05
CID-365738,7651-7284-3073-8690,Travellers,50000
CID-325533,2833-5372-4820-2205,Shoppers,2.00E+05
CID-208014,5074-9793-2362-6728,Platinum,5.00E+05
CID-411897,2675-2168-6324-6422,Shoppers,5.00E+05
CID-239969,7599-6311-4035-8181,Travellers,50000
CID-722858,6565-3934-7648-8636,Travellers,1.00E+05
CID-586663,3254-9588-8947-1114,Platinum,1.00E+05
CID-99875,9452-4063-7678-4222,Shoppers,1.00E+05
CID-465094,1523-4709-2000-5846,Shoppers,2.00E+05
CID-664613,8704-5656-4297-3898,Travellers,1.00E+05
CID-553879,3644-7590-4115-7955,Shoppers,2.00E+05
CID-400492,9472-4205-4262-5348,Travellers,2.00E+05
CID-177425,4050-8446-7771-1018,Platinum,1.00E+05
CID-89978,5065-4893-2669-3175,gold,1.00E+05
CID-691757,9887-1675-9095-1585,Travellers,1.00E+05
CID-832141,7924-3446-6215-4999,Travellers,50000
CID-646128,8276-9113-6121-4797,gold,1.00E+05
CID-672175,2835-7914-7215-4153,Platinum,2.00E+05
CID-450720,7677-3912-1213-2186,gold,1.00E+05
CID-398500,4328-4736-5314-9341,Shoppers,1.00E+05
CID-344439,3735-9419-3891-4066,Travellers,50000
CID-22174,4733-6327-9452-9830,Platinum,2.00E+05
CID-37636,8213-1685-3816-4901,Shoppers,5.00E+05
CID-83807,1778-1119-2297-2355,Travellers,50000
CID-803935,4594-9161-6579-4882,Platinum,5.00E+05
CID-575116,1388-4564-4286-9526,gold,5.00E+05
CID-238055,8445-8945-1688-1375,Platinum,5.00E+05
CID-710969,8393-9358-4667-4662,Shoppers,1.00E+05
CID-247732,3388-9120-5514-2219,Shoppers,1.00E+05
CID-603536,1639-4737-4830-2345,Travellers,1.00E+05
CID-445244,1526-7694-6144-3812,Shoppers,1.00E+05
CID-412709,6893-4873-9785-9676,Platinum,1.00E+05
CID-127321,2272-6151-9106-8065,Platinum,5.00E+05
CID-132446,9257-5772-5821-6413,gold,1.00E+05
CID-468948,9252-1803-9942-2629,Platinum,1.00E+05
CID-56046,3294-8617-6000-2819,Travellers,2.00E+05
CID-878483,6483-5599-4867-1481,gold,1.00E+05
CID-653716,6631-5183-1966-6714,Platinum,2.00E+05
CID-117322,9071-3021-3175-5439,Travellers,1.00E+05
CID-765790,4937-1046-5856-4456,gold,1.00E+05
CID-705051,6099-3333-3730-6346,Platinum,1.00E+05
CID-438650,3328-6732-6222-1582,Platinum,2.00E+05
CID-796988,2381-2379-9279-3599,Shoppers,1.00E+05
CID-634947,5881-1654-7630-2788,gold,1.00E+05
CID-615568,3386-6924-1537-1963,gold,5.00E+05
CID-647598,2581-8362-9906-9001,Platinum,1.00E+05
CID-534647,9842-7286-9782-7688,Shoppers,50000
CID-711728,6104-3674-4446-7508,Shoppers,50000
CID-227053,9516-7631-2212-4723,Shoppers,50000
CID-685593,9562-3160-8172-9217,Travellers,5.00E+05
CID-240383,8502-5661-9068-2797,Travellers,5.00E+05
CID-342776,8404-2167-1839-8189,Shoppers,1.00E+05
CID-846496,8293-7812-1919-2835,Travellers,5.00E+05
CID-564138,2423-1862-6559-5667,Shoppers,5.00E+05
CID-372647,1644-4333-9687-3431,gold,50000
CID-315295,1756-5758-1252-4607,Shoppers,5.00E+05
CID-270146,7445-7959-1604-3978,Travellers,50000
CID-684063,7482-1979-5000-4016,Shoppers,5.00E+05
CID-889203,2832-6332-7406-8544,Platinum,1.00E+05
CID-208384,5910-6717-9880-2340,gold,50000
CID-711872,3456-9391-1807-7674,gold,2.00E+05
CID-607914,5282-9275-1455-1281,gold,5.00E+05
CID-750179,1394-2937-9409-9553,Platinum,5.00E+05
CID-310258,7982-5868-9874-5156,Platinum,1.00E+05
CID-634018,7672-1448-7419-1780,Platinum,50000
CID-792205,7997-8581-1572-2684,Shoppers,50000
CID-78374,1960-7238-6577-3281,gold,1.00E+05
CID-313187,8948-6652-6307-5046,Platinum,2.00E+05
CID-682867,7117-2808-7920-2484,gold,2.00E+05
CID-489975,9831-9650-5357-6464,Shoppers,1.00E+05
CID-220957,3464-7433-2461-8109,gold,50000
CID-744226,7048-8576-2204-5875,Platinum,1.00E+05
CID-326942,7619-8982-5912-1677,Platinum,50000
CID-659303,4252-8063-9912-6881,Shoppers,5.00E+05
CID-414126,5184-2070-7088-5658,Travellers,1.00E+05
CID-514467,3526-6630-2171-3268,Shoppers,1.00E+05
CID-454040,8268-7067-5512-1849,gold,5.00E+05
CID-605079,5104-5918-9016-1960,Platinum,1.00E+05
CID-268956,6356-5888-9756-4134,Shoppers,2.00E+05
CID-114112,8289-7189-2147-9622,gold,2.00E+05
CID-449743,3072-5281-5543-9103,Travellers,2.00E+05
CID-162249,2495-9706-3614-1451,Platinum,2.00E+05
CID-309342,3238-2406-4092-2419,Travellers,5.00E+05
CID-15771,3880-4015-6004-1959,gold,5.00E+05
CID-847327,4805-2890-6049-1970,gold,1.00E+05
CID-14012,2869-8921-8861-1739,Platinum,2.00E+05
CID-352547,7760-2016-6227-6318,Platinum,1.00E+05
CID-679210,8894-7809-3464-1671,gold,2.00E+05
CID-367042,5292-1256-7666-8618,gold,50000
CID-765533,1998-5583-3578-5575,Travellers,2.00E+05
CID-873877,1961-1848-5969-3378,Platinum,5.00E+05
CID-251983,8008-2205-4477-2810,Travellers,2.00E+05
CID-302884,3842-5573-6436-9428,Shoppers,1.00E+05
CID-111875,6321-1726-7132-8997,Platinum,50000
CID-818777,8706-8230-8673-4704,Platinum,5.00E+05
CID-556419,5042-2821-8679-5189,Platinum,50000
CID-496602,8438-5038-5059-3007,Travellers,1.00E+05
CID-319621,1324-2944-6097-9110,Shoppers,1.00E+05
CID-803068,9274-5872-4508-7377,Platinum,1.00E+05
CID-327432,9004-1559-7202-3911,Travellers,1.00E+05
CID-542351,9153-5219-6566-2752,Platinum,50000
CID-349416,4650-8525-6118-6295,gold,50000
CID-783220,8349-3123-1088-8014,Platinum,1.00E+05
CID-574140,6680-1804-5977-1749,Travellers,1.00E+05
CID-888330,4507-4028-5942-5302,Travellers,2.00E+05
CID-591767,8879-7207-7904-3921,gold,5.00E+05
CID-329196,9891-6746-6592-9551,gold,1.00E+05
CID-445101,9541-4069-3161-5615,Platinum,1.00E+05
CID-705048,9622-1638-3921-3723,Platinum,1.00E+05
CID-781548,4933-9239-7884-6951,Platinum,1.00E+05
CID-215564,6985-8051-1872-5796,Platinum,5.00E+05
CID-856482,4627-5360-6110-4725,gold,2.00E+05
CID-707744,1392-9630-9076-1041,gold,1.00E+05
CID-867166,4831-3833-9815-7507,Shoppers,2.00E+05
CID-654459,6855-3779-3274-9088,gold,5.00E+05
CID-698795,5757-1987-8618-3890,Shoppers,50000
CID-206991,5225-5739-7309-1034,Travellers,50000
CID-749148,2481-6006-6488-2817,Platinum,50000
CID-677982,5232-8171-7456-7047,gold,5.00E+05
CID-406959,7689-4717-7776-2201,gold,2.00E+05
CID-148239,1032-7952-4768-6904,Platinum,5.00E+05
CID-165566,9002-6166-7658-2080,Travellers,2.00E+05
CID-263621,1015-7129-6302-7269,Shoppers,1.00E+05
CID-83054,5945-1549-7726-1245,Platinum,1.00E+05
CID-294639,7221-3496-3805-4875,Travellers,1.00E+05
CID-449653,4952-3796-4516-5980,gold,2.00E+05
CID-53219,4842-7880-6582-4356,gold,1.00E+05
CID-878202,2890-2583-2472-3274,Platinum,50000
CID-135873,4523-2641-7370-8846,Travellers,50000
CID-276056,5827-1723-8377-2683,gold,50000
CID-21810,1233-7935-4146-3971,gold,50000
CID-605265,2664-2579-9937-1478,Travellers,1.00E+05
CID-287384,9750-4803-7409-8529,gold,1.00E+05
CID-276454,6034-2771-8799-3964,Travellers,5.00E+05
CID-844581,8006-2342-7649-3449,Platinum,5.00E+05
CID-574113,9602-7275-9272-7662,Platinum,2.00E+05
CID-549075,7762-3378-9881-9405,Shoppers,1.00E+05
CID-557751,3206-2728-3341-5196,Platinum,2.00E+05
CID-134563,3283-8560-5882-2081,Shoppers,50000
CID-414556,1361-9879-9544-6179,gold,5.00E+05
CID-897816,3064-4106-5068-2826,Platinum,50000
CID-525576,1266-7410-5306-2919,Travellers,5.00E+05
CID-409593,6170-3366-8437-5332,gold,2.00E+05
CID-66109,6537-3189-8778-9857,Shoppers,1.00E+05
CID-638600,4588-9626-3636-7945,Shoppers,50000
CID-173226,7188-9677-8471-7291,Travellers,1.00E+05
CID-499115,5994-9942-8393-7967,Travellers,1.00E+05
CID-306936,1902-2571-6894-8570,Shoppers,50000
CID-398810,4147-5557-6321-7180,gold,5.00E+05
CID-538137,1340-5952-9210-5764,Platinum,1.00E+05
CID-692199,2723-8177-3222-2264,Travellers,2.00E+05
CID-347343,3090-2768-7110-2217,Shoppers,1.00E+05
CID-583841,6867-8849-5228-9821,Travellers,1.00E+05
CID-863730,3935-3169-4804-2908,gold,1.00E+05
CID-735068,9942-6528-2719-6669,Shoppers,2.00E+05
CID-749298,3726-2372-4299-9768,Shoppers,5.00E+05
CID-682637,4461-3212-3703-2893,gold,50000
CID-761021,5922-1266-8641-4755,Platinum,5.00E+05
CID-740119,6055-5844-4294-3309,Travellers,1.00E+05
CID-754180,5804-7840-2717-9121,Travellers,50000
CID-506017,1572-1686-2260-1091,Travellers,2.00E+05
CID-751385,4313-3326-1421-8470,Platinum,50000
CID-28584,1939-6116-9707-6364,gold,50000
CID-752570,4250-4638-2658-5209,Travellers,5.00E+05
CID-398293,7929-3079-1582-7140,Travellers,5.00E+05
CID-355332,2587-2015-7230-5415,Platinum,1.00E+05
CID-757169,5238-3624-4429-6474,Travellers,50000
CID-582016,3812-1447-8620-1669,Shoppers,5.00E+05
CID-310837,8287-8712-1894-3643,gold,5.00E+05
CID-151461,6323-9710-4458-4609,Shoppers,1.00E+05
CID-279440,3074-5959-4809-2771,Shoppers,50000
CID-291941,7286-9998-8015-7727,Shoppers,1.00E+05
CID-514745,1090-2504-1221-6735,Platinum,50000
CID-128214,3288-9700-6024-1350,Platinum,50000
CID-363152,7060-2281-6141-1659,Platinum,2.00E+05
CID-589878,2583-6390-2723-2472,Shoppers,1.00E+05
CID-620378,2972-7792-2527-9907,Platinum,2.00E+05
CID-542524,9311-6737-6964-8859,Platinum,1.00E+05
CID-776981,9417-5566-6944-4369,Shoppers,50000
CID-333284,4062-8864-7769-8809,Platinum,1.00E+05
CID-715856,3722-1047-8878-3323,Travellers,50000
CID-700561,6792-6857-8964-4184,Shoppers,5.00E+05
CID-408806,5701-3037-2752-7076,gold,1.00E+05
CID-538268,8442-2930-7395-6023,Platinum,1.00E+05
CID-22791,3457-6463-4159-8159,Platinum,1.00E+05
CID-417871,1122-5459-9035-7027,Travellers,50000
CID-496222,1259-8948-6846-9840,Platinum,1.00E+05
CID-446379,8414-9608-9628-3104,Platinum,50000
CID-862018,6033-4422-1857-6085,Platinum,50000
CID-871868,2697-3288-7650-8001,Travellers,2.00E+05
CID-592614,7815-6627-3096-5613,gold,50000
CID-314628,7804-3712-7898-7566,gold,1.00E+05
CID-485039,6039-3755-4655-8450,Travellers,2.00E+05
CID-224526,5141-4388-7114-8162,gold,5.00E+05
CID-786832,8395-2738-4025-7069,gold,50000
CID-806387,7554-4078-6272-7345,Shoppers,1.00E+05
CID-676727,2173-5658-1886-6331,Shoppers,50000
CID-710261,8193-6292-3682-7697,Shoppers,5.00E+05
CID-572451,2007-9827-6214-9151,Travellers,5.00E+05
CID-100741,1660-9795-2882-8230,Travellers,1.00E+05
CID-522125,2167-3587-5079-4629,Shoppers,1.00E+05
CID-799562,9885-4081-7931-4377,Shoppers,50000
CID-705888,1213-2622-1107-5723,Platinum,2.00E+05
CID-97727,9588-5130-3148-5766,Shoppers,1.00E+05
CID-597295,8782-8315-7527-1705,Platinum,50000
CID-68231,5730-1815-9136-9912,Shoppers,1.00E+05
CID-69331,4836-7496-2170-9120,gold,2.00E+05
CID-101780,2918-4464-3697-1044,Travellers,1.00E+05
CID-581825,6233-8295-8903-4071,Platinum,1.00E+05
CID-143242,5231-5310-1756-7078,Travellers,5.00E+05
CID-338546,9623-2677-9000-9125,Platinum,2.00E+05
CID-265329,7859-7543-8800-2223,Shoppers,1.00E+05
CID-242369,9612-2192-3745-2533,Travellers,5.00E+05
CID-640339,8179-6920-4959-9458,gold,1.00E+05
CID-92866,7432-7906-2930-7891,Shoppers,5.00E+05
CID-304620,1081-6102-5498-4981,gold,5.00E+05
CID-855129,1110-8067-6888-8656,Travellers,5.00E+05
CID-229725,6481-2844-4637-1853,Platinum,5.00E+05
CID-658169,6594-3059-1496-1565,Platinum,50000
CID-776780,5593-7795-6300-9999,Travellers,2.00E+05
CID-886989,4690-6765-9958-4485,gold,50000
CID-36117,8783-7474-4902-5078,Travellers,50000
CID-106878,8784-2684-2437-7538,Travellers,1.00E+05
CID-153929,5660-5857-4592-9208,Shoppers,50000
CID-167440,4902-7599-6716-3944,Shoppers,1.00E+05
CID-369817,8992-7869-5735-9255,Shoppers,1.00E+05
CID-689650,8909-3814-4996-8184,gold,1.00E+05
CID-446074,2628-9819-2078-1126,Platinum,2.00E+05
CID-674699,2365-4685-1156-2822,Platinum,1.00E+05
CID-861527,9285-4949-6807-7788,gold,1.00E+05
CID-512145,7700-2407-3750-1612,Shoppers,1.00E+05
CID-869359,7821-9628-7876-8019,Shoppers,5.00E+05
CID-746544,9093-9446-9798-3129,gold,1.00E+05
CID-30436,5551-8846-8656-3142,Travellers,2.00E+05
CID-364916,5233-8816-6787-8991,Shoppers,50000
CID-451269,4408-1143-9351-3507,Platinum,5.00E+05
CID-532259,7311-5157-1565-6590,Platinum,5.00E+05
CID-710059,5356-1892-9931-9922,gold,1.00E+05
CID-429060,4171-8406-5106-4258,Shoppers,2.00E+05
CID-17382,1520-5560-7127-3571,Travellers,2.00E+05
CID-897480,2878-9249-4456-4373,gold,1.00E+05
CID-558984,2974-6871-1468-5979,gold,2.00E+05
CID-816955,7216-2780-7733-3436,Platinum,2.00E+05
CID-678024,3437-4871-7272-4303,Shoppers,1.00E+05
CID-152027,8312-6801-3696-2717,Platinum,2.00E+05
CID-492009,8915-2841-4397-8111,Shoppers,1.00E+05
CID-50752,3195-3676-3191-6007,gold,5.00E+05
CID-315360,1322-9325-2933-4644,gold,50000
CID-827139,8054-7937-8612-1205,Shoppers,5.00E+05
CID-489192,8541-9250-7455-3799,Travellers,5.00E+05
CID-251226,5637-7013-8925-3433,Shoppers,50000
CID-324988,9849-3484-4879-8552,gold,1.00E+05
CID-183905,4636-8117-4517-7066,Travellers,5.00E+05
CID-538699,5846-8240-1959-3598,Platinum,1.00E+05
CID-148412,1849-3339-1115-6690,Shoppers,1.00E+05
CID-454590,3674-9847-5524-2213,Shoppers,5.00E+05
CID-600504,8460-9741-5748-4247,Shoppers,50000
CID-867435,7158-2065-9608-6389,gold,1.00E+05
CID-474052,9634-2528-6366-3320,gold,2.00E+05
CID-138823,5859-3560-8558-3877,Platinum,1.00E+05
CID-77543,2163-9859-5730-5644,Travellers,2.00E+05
CID-792402,2011-1241-3259-1540,Platinum,1.00E+05
CID-90584,3889-3941-9265-6503,Travellers,50000
CID-72535,3986-2911-7276-8390,Platinum,2.00E+05
CID-808016,5982-1957-8533-5114,gold,5.00E+05
CID-701011,9136-3205-1497-3613,gold,50000
CID-455469,5888-5092-6291-1357,Travellers,2.00E+05
CID-608296,4366-4312-2734-9609,gold,5.00E+05
CID-54901,2719-6203-8241-2807,Platinum,2.00E+05
CID-897363,2585-6429-2344-3016,gold,2.00E+05
CID-330898,2268-3058-2548-1291,Travellers,50000
CID-351573,5350-8478-6856-7429,Travellers,50000
CID-431745,3236-2280-4218-3127,Travellers,2.00E+05
CID-782541,4442-8572-2856-7478,Platinum,1.00E+05
CID-541013,6240-3774-7028-5877,Platinum,5.00E+05
CID-247638,9344-8043-8844-8039,gold,1.00E+05
CID-121517,9415-9522-7301-9742,Shoppers,50000
CID-584507,7228-3762-3898-4813,Shoppers,1.00E+05
CID-234961,9820-1591-2712-7711,gold,5.00E+05
CID-731389,2039-8742-1996-9187,Shoppers,1.00E+05
CID-64568,4166-1907-6240-8878,Shoppers,1.00E+05
CID-507523,1311-2313-6755-6459,gold,1.00E+05
CID-365485,4494-4679-5208-2197,gold,50000
CID-662875,6286-5851-3722-9196,Shoppers,1.00E+05
CID-775460,9947-4079-7674-2427,Shoppers,5.00E+05
CID-45977,9340-9363-9668-1465,gold,2.00E+05
CID-215575,9492-9332-6326-8408,gold,5.00E+05
CID-367267,7447-6110-5520-8211,Travellers,2.00E+05
CID-687680,6728-1816-1386-6693,Travellers,5.00E+05
CID-150362,8319-9083-5024-4883,Shoppers,2.00E+05
CID-899327,5987-4240-1908-5400,Travellers,2.00E+05
CID-682785,8653-7173-3917-3661,gold,5.00E+05
CID-534186,9705-5909-5716-6232,Platinum,2.00E+05
CID-596952,7068-3008-1657-6068,gold,5.00E+05
CID-454540,1511-8636-6127-7146,gold,2.00E+05
CID-283676,9837-3971-7604-7292,Platinum,1.00E+05
CID-552595,3591-2558-1049-9169,gold,1.00E+05
CID-650534,5595-6919-3756-4430,gold,1.00E+05
CID-829803,8155-1204-1806-6557,gold,1.00E+05
CID-635830,5912-6279-2684-9627,Travellers,1.00E+05
